Q1_intent,Q2_engine_start,Q2b_running_issue,Q3_sound,Q3b_electrical,Q4_noise_detail,Q7_overheat_detail,Q8_smoke_color,Q_brake_detail,Q_gear_detail,Q6_smells,Q5_lights,Q9_recent,recent_rain,parked_overnight,last_fueled,vehicle_make,fuel_type,service_type,source
WEIRD_BEHAVIOR,STARTS_BUT_ISSUE,NOISE,NOT_ASKED,NOT_ASKED,SQUEAL,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,BURNING_OIL,"[""BATTERY""]","[""NO_SIGNS""]",NONE,OUTDOOR,TODAY_NEW_STATION,Suzuki,PETROL,BELT_BROKEN,real
ENGINE_PROBLEM,STARTS_BUT_ISSUE,OVERHEATING,NOT_ASKED,NOT_ASKED,NOT_ASKED,TRAFFIC_ONLY,NOT_ASKED,NOT_ASKED,NOT_ASKED,SWEET,"[""TEMPERATURE""]","[""NO_SIGNS""]",NONE,OUTDOOR,WITHIN_WEEK,Honda,HYBRID,RADIATOR_HOSE_LEAK,real
GEAR_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,SLIPPING,NO_SMELL,"[""CHECK_ENGINE"", ""NONE""]","[""LOSS_OF_POWER"", ""NO_SIGNS""]",NONE,OUTDOOR,TODAY_USUAL,Toyota,PETROL,CLUTCH_WORN,real
WONT_START,CRANKS_NO_START,NOT_ASKED,NORMAL_CRANKING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,FUEL_SMELL,"[""NONE""]","[""NO_SIGNS""]",NONE,INDOOR,TODAY_USUAL,Mitsubishi,PETROL,FUEL_PUMP,real
ENGINE_PROBLEM,STARTS_BUT_ISSUE,NOISE,NOT_ASKED,NOT_ASKED,GRIND,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,BURNING_OIL,"[""CHECK_ENGINE""]","[""UNUSUAL_NOISE""]",YESTERDAY,OUTDOOR,WITHIN_WEEK,Hyundai,PETROL,BELT_BROKEN,real
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,SQUEALING,NOT_ASKED,BURNING_OIL,"[""NONE""]","[""NO_SIGNS""]",NONE,OUTDOOR,TODAY_USUAL,Suzuki,PETROL,BRAKE_PAD_WORN,real
ENGINE_PROBLEM,STARTS_BUT_ISSUE,NO_POWER,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""NONE""]","[""LOSS_OF_POWER""]",WITHIN_3_DAYS,OUTDOOR,TODAY_NEW_STATION,Toyota,DIESEL,FUEL_FILTER_CLOGGED,real
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,SQUEALING,NOT_ASKED,NO_SMELL,"[""NONE""]","[""UNUSUAL_NOISE""]",NONE,OUTDOOR,WITHIN_WEEK,Toyota,HYBRID,BRAKE_PAD_WORN,real
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,DIM_LIGHTS,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""BATTERY""]","[""HARD_START"", ""NO_SIGNS""]",YESTERDAY,INDOOR,OVER_WEEK,Honda,PETROL,BATTERY_JUMP,real
ENGINE_PROBLEM,STARTS_BUT_ISSUE,OVERHEATING,NOT_ASKED,NOT_ASKED,NOT_ASKED,ALWAYS,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""TEMPERATURE""]","[""OVERHEATING_BEFORE""]",NONE,OUTDOOR,TODAY_NEW_STATION,Toyota,HYBRID,RADIATOR_FAN_ISSUE,real
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,SQUEALING,NOT_ASKED,NO_SMELL,"[""NONE""]","[""UNUSUAL_NOISE""]",YESTERDAY,OUTDOOR,TODAY_USUAL,Nissan,DIESEL,BRAKE_PAD_WORN,real
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,ALL_DEAD_NO_LIGHTS,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""NONE""]","[""HARD_START""]",YESTERDAY,INDOOR,WITHIN_WEEK,Toyota,HYBRID,BATTERY_JUMP,real
WONT_START,STARTS_BUT_ISSUE,NO_POWER,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""CHECK_ENGINE"", ""TEMPERATURE""]","[""OVERHEATING_BEFORE"", ""UNUSUAL_NOISE""]",NONE,OUTDOOR,TODAY_USUAL,Mitsubishi,DIESEL,BELT_BROKEN,real
WONT_START,STARTS_BUT_ISSUE,NO_POWER,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,FUEL_SMELL,"[""CHECK_ENGINE""]","[""LOSS_OF_POWER""]",WITHIN_3_DAYS,OUTDOOR,TODAY_NEW_STATION,Hyundai,PETROL,FUEL_FILTER_CLOGGED,real
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,ALL_DEAD_NO_LIGHTS,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""BATTERY""]","[""NO_SIGNS""]",NONE,OUTDOOR,TODAY_USUAL,Mitsubishi,DIESEL,BATTERY_JUMP,real
ENGINE_PROBLEM,CRANKS_NO_START,NOT_ASKED,NORMAL_CRANKING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,SWEET,"[""NONE""]","[""LOSS_OF_POWER"", ""OVERHEATING_BEFORE""]",NONE,INDOOR,OVER_WEEK,Honda,HYBRID,ENGINE_OVERHEAT_SEVERE,real
WEIRD_BEHAVIOR,STARTS_BUT_ISSUE,OVERHEATING,NOT_ASKED,NOT_ASKED,NOT_ASKED,WITH_AC,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""NONE""]","[""OVERHEATING_BEFORE"", ""NO_SIGNS""]",NONE,OUTDOOR,WITHIN_WEEK,Mitsubishi,DIESEL,COOLANT_LOW,real
ENGINE_PROBLEM,STARTS_NORMAL,NO_POWER,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""CHECK_ENGINE"", ""NONE""]","[""HARD_START"", ""UNUSUAL_NOISE""]",YESTERDAY,OUTDOOR,WITHIN_WEEK,Toyota,DIESEL,FUEL_FILTER_CLOGGED,real
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,ALL_DEAD_NO_LIGHTS,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""BATTERY""]","[""HARD_START"", ""LIGHTS_FLICKER""]",NONE,INDOOR,WITHIN_WEEK,Nissan,PETROL,BATTERY_REPLACE,real
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,ALL_DEAD_NO_LIGHTS,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""BATTERY""]","[""HARD_START"", ""NO_SIGNS""]",NONE,OUTDOOR,WITHIN_WEEK,Toyota,PETROL,BATTERY_REPLACE,real
ENGINE_PROBLEM,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,BURNING_OIL,"[""NONE""]","[""UNUSUAL_NOISE"", ""NO_SIGNS""]",NONE,OUTDOOR,WITHIN_WEEK,Toyota,DIESEL,BRAKE_PAD_WORN,real
ENGINE_PROBLEM,STARTS_BUT_ISSUE,STALLING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""CHECK_ENGINE"", ""NONE""]","[""LOSS_OF_POWER""]",NONE,INDOOR,WITHIN_WEEK,Nissan,PETROL,FUEL_FILTER_CLOGGED,real
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,ALL_DEAD_NO_LIGHTS,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""BATTERY"", ""NONE""]","[""NO_SIGNS""]",YESTERDAY,INDOOR,TODAY_NEW_STATION,Kia,PETROL,BATTERY_JUMP,real
GEAR_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,CLUTCH_SOFT,BURNING_OIL,"[""NONE""]","[""LOSS_OF_POWER"", ""UNUSUAL_NOISE""]",WITHIN_3_DAYS,INDOOR,WITHIN_WEEK,Toyota,PETROL,CLUTCH_WORN,real
ENGINE_PROBLEM,STARTS_NORMAL,OVERHEATING,NOT_ASKED,NOT_ASKED,NOT_ASKED,ALWAYS,NOT_ASKED,NOT_ASKED,NOT_ASKED,SWEET,"[""NONE""]","[""OVERHEATING_BEFORE"", ""SMELL_BEFORE""]",NONE,OUTDOOR,WITHIN_WEEK,Suzuki,PETROL,RADIATOR_HOSE_LEAK,real
WEIRD_BEHAVIOR,STARTS_NORMAL,OVERHEATING,NOT_ASKED,NOT_ASKED,NOT_ASKED,ALWAYS,NOT_ASKED,NOT_ASKED,NOT_ASKED,BURNING_ELECTRICAL,"[""TEMPERATURE""]","[""OVERHEATING_BEFORE""]",YESTERDAY,OUTDOOR,WITHIN_WEEK,Mitsubishi,DIESEL,RADIATOR_FAN_ISSUE,real
ENGINE_PROBLEM,STARTS_NORMAL,OVERHEATING,NOT_ASKED,NOT_ASKED,NOT_ASKED,TRAFFIC_ONLY,NOT_ASKED,NOT_ASKED,NOT_ASKED,SWEET,"[""TEMPERATURE""]","[""OVERHEATING_BEFORE"", ""NO_SIGNS""]",NONE,OUTDOOR,OVER_WEEK,Toyota,PETROL,COOLANT_LOW,real
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,DIM_LIGHTS,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""BATTERY""]","[""HARD_START"", ""LIGHTS_FLICKER""]",WITHIN_3_DAYS,OUTDOOR,WITHIN_WEEK,Honda,HYBRID,BATTERY_JUMP,real
ENGINE_PROBLEM,STARTS_NORMAL,OVERHEATING,NOT_ASKED,NOT_ASKED,NOT_ASKED,TRAFFIC_ONLY,NOT_ASKED,NOT_ASKED,NOT_ASKED,SWEET,"[""CHECK_ENGINE"", ""TEMPERATURE""]","[""NO_SIGNS""]",NONE,OUTDOOR,WITHIN_WEEK,Toyota,PETROL,COOLANT_LOW,real
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,DIM_LIGHTS,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""NONE""]","[""UNUSUAL_NOISE"", ""NO_SIGNS""]",NONE,OUTDOOR,WITHIN_WEEK,Nissan,PETROL,STARTER_MOTOR,real
ENGINE_PROBLEM,STARTS_BUT_ISSUE,NO_POWER,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,BURNING_OIL,"[""BATTERY"", ""CHECK_ENGINE""]","[""OVERHEATING_BEFORE"", ""UNUSUAL_NOISE""]",WITHIN_3_DAYS,OUTDOOR,WITHIN_WEEK,Toyota,PETROL,BELT_BROKEN,real
ENGINE_PROBLEM,STARTS_BUT_ISSUE,OVERHEATING,NOT_ASKED,NOT_ASKED,NOT_ASKED,HILL_CLIMB,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""TEMPERATURE""]","[""OVERHEATING_BEFORE"", ""NO_SIGNS""]",YESTERDAY,OUTDOOR,TODAY_NEW_STATION,Honda,PETROL,COOLANT_LOW,real
WEIRD_BEHAVIOR,STARTS_BUT_ISSUE,OVERHEATING,NOT_ASKED,NOT_ASKED,NOT_ASKED,WITH_AC,NOT_ASKED,NOT_ASKED,NOT_ASKED,BURNING_OIL,"[""CHECK_ENGINE"", ""TEMPERATURE""]","[""OVERHEATING_BEFORE""]",WITHIN_3_DAYS,OUTDOOR,TODAY_USUAL,Toyota,HYBRID,COOLANT_LOW,real
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,SQUEALING,NOT_ASKED,BURNING_OIL,"[""BRAKE""]","[""NO_SIGNS""]",WITHIN_3_DAYS,INDOOR,WITHIN_WEEK,Suzuki,PETROL,BRAKE_PAD_WORN,real
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,SOME_LIGHTS_ON,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""NONE""]","[""HARD_START""]",YESTERDAY,INDOOR,WITHIN_WEEK,Toyota,DIESEL,STARTER_MOTOR,real
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,DIM_LIGHTS,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""BATTERY""]","[""HARD_START""]",WITHIN_3_DAYS,OUTDOOR,WITHIN_WEEK,Mazda,DIESEL,BATTERY_REPLACE,real
WONT_START,STARTS_BUT_ISSUE,NO_POWER,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,FUEL_SMELL,"[""CHECK_ENGINE"", ""NONE""]","[""HARD_START"", ""LOSS_OF_POWER"", ""UNUSUAL_NOISE""]",NONE,OUTDOOR,WITHIN_WEEK,Mitsubishi,DIESEL,FUEL_FILTER_CLOGGED,real
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,DIM_LIGHTS,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""BATTERY"", ""CHECK_ENGINE"", ""NONE""]","[""HARD_START"", ""NO_SIGNS""]",YESTERDAY,OUTDOOR,WITHIN_WEEK,Toyota,DIESEL,BATTERY_JUMP,real
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,ALL_DEAD_NO_LIGHTS,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""BATTERY"", ""CHECK_ENGINE""]","[""NO_SIGNS""]",NONE,OUTDOOR,OVER_WEEK,Mitsubishi,PETROL,BATTERY_REPLACE,real
GEAR_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,GRINDING,NO_SMELL,"[""NONE""]","[""LOSS_OF_POWER""]",NONE,INDOOR,WITHIN_WEEK,Mahindra,DIESEL,CLUTCH_WORN,real
ENGINE_PROBLEM,STARTS_NORMAL,NO_POWER,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""CHECK_ENGINE"", ""TEMPERATURE""]","[""SMELL_BEFORE"", ""NO_SIGNS""]",NONE,OUTDOOR,WITHIN_WEEK,Hyundai,PETROL,RADIATOR_HOSE_LEAK,real
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,DIM_LIGHTS,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""BATTERY""]","[""HARD_START"", ""LIGHTS_FLICKER""]",MONSOON,OUTDOOR,OVER_WEEK,Nissan,PETROL,BATTERY_REPLACE,real
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,ALL_DEAD_NO_LIGHTS,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""BATTERY""]","[""NO_SIGNS""]",MONSOON,OUTDOOR,WITHIN_WEEK,Suzuki,PETROL,BATTERY_JUMP,real
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,SOME_LIGHTS_ON,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""CHECK_ENGINE"", ""NONE""]","[""HARD_START""]",NONE,OUTDOOR,WITHIN_WEEK,Suzuki,PETROL,STARTER_MOTOR,real
ENGINE_PROBLEM,NO_CRANK,NOT_ASKED,NOT_ASKED,DIM_LIGHTS,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""NONE""]","[""NO_SIGNS""]",WITHIN_3_DAYS,OUTDOOR,OVER_WEEK,Honda,HYBRID,BATTERY_JUMP,real
WONT_START,STARTS_BUT_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""BATTERY""]","[""NO_SIGNS""]",MONSOON,INDOOR,OVER_WEEK,Mitsubishi,PETROL,BATTERY_JUMP,real
ENGINE_PROBLEM,STARTS_NORMAL,OVERHEATING,NOT_ASKED,NOT_ASKED,NOT_ASKED,WITH_AC,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""CHECK_ENGINE"", ""TEMPERATURE""]","[""OVERHEATING_BEFORE""]",WITHIN_3_DAYS,INDOOR,TODAY_USUAL,Toyota,DIESEL,RADIATOR_FAN_ISSUE,real
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,ALL_DEAD_NO_LIGHTS,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""BATTERY""]","[""LIGHTS_FLICKER"", ""NO_SIGNS""]",NONE,INDOOR,TODAY_USUAL,Hyundai,PETROL,BATTERY_JUMP,real
ENGINE_PROBLEM,STARTS_BUT_ISSUE,NO_POWER,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""NONE""]","[""OVERHEATING_BEFORE"", ""NO_SIGNS""]",NONE,OUTDOOR,OVER_WEEK,Nissan,PETROL,COOLANT_LOW,real
WEIRD_BEHAVIOR,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""SERVICE""]","[""NO_SIGNS""]",NONE,INDOOR,OVER_WEEK,Toyota,PETROL,TRANSMISSION_ISSUE,real
ENGINE_PROBLEM,STARTS_BUT_ISSUE,OVERHEATING,NOT_ASKED,NOT_ASKED,NOT_ASKED,TRAFFIC_ONLY,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""TEMPERATURE""]","[""OVERHEATING_BEFORE""]",NONE,OUTDOOR,TODAY_USUAL,Toyota,PETROL,RADIATOR_FAN_ISSUE,real
ENGINE_PROBLEM,STARTS_NORMAL,OVERHEATING,NOT_ASKED,NOT_ASKED,NOT_ASKED,ALWAYS,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""TEMPERATURE""]","[""OVERHEATING_BEFORE"", ""NO_SIGNS""]",WITHIN_3_DAYS,OUTDOOR,WITHIN_WEEK,Honda,PETROL,RADIATOR_FAN_ISSUE,real
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,DIM_LIGHTS,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""BATTERY""]","[""HARD_START"", ""LIGHTS_FLICKER""]",WITHIN_3_DAYS,OUTDOOR,WITHIN_WEEK,Honda,PETROL,BATTERY_JUMP,real
ENGINE_PROBLEM,STARTS_BUT_ISSUE,OVERHEATING,NOT_ASKED,NOT_ASKED,NOT_ASKED,TRAFFIC_ONLY,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""TEMPERATURE""]","[""OVERHEATING_BEFORE"", ""NO_SIGNS""]",NONE,OUTDOOR,TODAY_USUAL,Toyota,HYBRID,COOLANT_LOW,real
ENGINE_PROBLEM,STARTS_NORMAL,OVERHEATING,NOT_ASKED,NOT_ASKED,NOT_ASKED,TRAFFIC_ONLY,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""CHECK_ENGINE""]","[""OVERHEATING_BEFORE""]",YESTERDAY,OUTDOOR,WITHIN_WEEK,Mitsubishi,DIESEL,RADIATOR_FAN_ISSUE,real
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,PULL_ONE_SIDE,NOT_ASKED,BURNING_OIL,"[""NONE""]","[""UNUSUAL_NOISE""]",WITHIN_3_DAYS,INDOOR,OVER_WEEK,Honda,HYBRID,BRAKE_PAD_WORN,real
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,ALL_DEAD_NO_LIGHTS,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""BATTERY""]","[""HARD_START"", ""NO_SIGNS""]",NONE,INDOOR,TODAY_NEW_STATION,Toyota,DIESEL,BATTERY_JUMP,real
WONT_START,STARTS_BUT_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""NONE""]","[""HARD_START"", ""LIGHTS_FLICKER""]",NONE,OUTDOOR,OVER_WEEK,Toyota,PETROL,BATTERY_REPLACE,real
WONT_START,CRANKS_NO_START,NOT_ASKED,NORMAL_CRANKING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""CHECK_ENGINE""]","[""LIGHTS_FLICKER"", ""NO_SIGNS""]",WITHIN_3_DAYS,INDOOR,TODAY_USUAL,Toyota,HYBRID,BATTERY_JUMP,real
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,DIM_LIGHTS,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""NONE""]","[""LIGHTS_FLICKER"", ""NO_SIGNS""]",NONE,OUTDOOR,TODAY_USUAL,Kia,PETROL,BATTERY_JUMP,real
GEAR_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,SLIPPING,NO_SMELL,"[""NONE""]","[""UNUSUAL_NOISE"", ""NO_SIGNS""]",MONSOON,INDOOR,OVER_WEEK,Suzuki,PETROL,CLUTCH_WORN,real
WONT_START,STARTS_BUT_ISSUE,NO_POWER,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""CHECK_ENGINE"", ""NONE""]","[""LOSS_OF_POWER""]",WITHIN_3_DAYS,OUTDOOR,TODAY_USUAL,Nissan,DIESEL,FUEL_PUMP,real
ENGINE_PROBLEM,STARTS_NORMAL,OVERHEATING,NOT_ASKED,NOT_ASKED,NOT_ASKED,TRAFFIC_ONLY,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""TEMPERATURE"", ""NONE""]","[""OVERHEATING_BEFORE""]",NONE,INDOOR,TODAY_USUAL,Toyota,PETROL,COOLANT_LOW,real
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,DIM_LIGHTS,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""NONE""]","[""LIGHTS_FLICKER"", ""NO_SIGNS""]",NONE,INDOOR,TODAY_USUAL,Mitsubishi,DIESEL,BATTERY_JUMP,real
WONT_START,STARTS_BUT_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""BATTERY""]","[""LIGHTS_FLICKER""]",NONE,OUTDOOR,TODAY_NEW_STATION,Honda,HYBRID,BATTERY_REPLACE,real
WEIRD_BEHAVIOR,STARTS_BUT_ISSUE,NOISE,NOT_ASKED,NOT_ASKED,SQUEAL,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,BURNING_OIL,"[""BATTERY"", ""TEMPERATURE""]","[""LIGHTS_FLICKER"", ""OVERHEATING_BEFORE"", ""UNUSUAL_NOISE""]",NONE,INDOOR,TODAY_USUAL,Suzuki,PETROL,BELT_BROKEN,real
WEIRD_BEHAVIOR,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""NONE""]","[""NO_SIGNS""]",NONE,OUTDOOR,OVER_WEEK,Suzuki,PETROL,BRAKE_PAD_WORN,real
ENGINE_PROBLEM,NO_CRANK,NOT_ASKED,NOT_ASKED,ALL_DEAD_NO_LIGHTS,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""BATTERY""]","[""HARD_START""]",NONE,INDOOR,TODAY_NEW_STATION,Mahindra,DIESEL,BATTERY_JUMP,real
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,GRINDING,NOT_ASKED,BURNING_OIL,"[""NONE""]","[""NO_SIGNS""]",NONE,OUTDOOR,WITHIN_WEEK,Mazda,PETROL,BRAKE_PAD_WORN,real
GEAR_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,CLUTCH_SOFT,BURNING_OIL,"[""NONE""]","[""LOSS_OF_POWER""]",WITHIN_3_DAYS,INDOOR,WITHIN_WEEK,Kia,PETROL,CLUTCH_WORN,real
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,SQUEALING,NOT_ASKED,BURNING_ELECTRICAL,"[""ABS"", ""BRAKE""]","[""NO_SIGNS""]",WITHIN_3_DAYS,OUTDOOR,WITHIN_WEEK,Nissan,PETROL,BRAKE_FAILURE,real
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,SOME_LIGHTS_ON,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""NONE""]","[""HARD_START"", ""LIGHTS_FLICKER"", ""NO_SIGNS""]",MONSOON,OUTDOOR,WITHIN_WEEK,Nissan,PETROL,BATTERY_TERMINAL_CLEAN,real
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,DIM_LIGHTS,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""NONE""]","[""NO_SIGNS""]",MONSOON,OUTDOOR,WITHIN_WEEK,Toyota,HYBRID,BATTERY_JUMP,real
